,material_tag,concept_tag,concept_slug,material_id,target
4302,71,2434,isaac-newton,200,0.0025268235914496
4304,71,2435,donald-trump,200,0.0024030589603789
4305,71,2436,force,200,0.0022837853145921
4307,72,2437,lasso-statistics,201,0.0141665384359855
4308,72,2438,aad-van-der-vaart,201,0.0106796633011097
4309,72,2439,stata,201,0.008290825948798
4310,72,2440,rafael-van-der-vaart,201,0.0060462397610684
4311,72,2441,econometrics,201,0.0054674878954453
4312,72,2442,matlab,201,0.005422967996072
4314,72,2443,independent-and-identically-distributed-random-variables,201,0.0049615425280908
4315,72,2444,identity-matrix,201,0.004342251171504
4316,72,2445,dependent-and-independent-variables,201,0.0041385849760941
4317,72,2446,inference,201,0.0035437848609272
4319,72,2447,regression-analysis,201,0.0031415386018654
4321,72,2448,statistics,201,0.0030624598807165
4328,72,2449,information-theory,201,0.0024072022097656
4331,72,2450,parameter,201,0.002284895826057
4335,72,2451,mathematical-model,201,0.0022211549797197
4337,72,2452,vector-space,201,0.0021667955605567
4343,73,2453,inductor,202,0.0068556465326276
4344,73,2454,capacitor,202,0.0071941779266154
4346,73,2455,omega,202,0.0050202248248908
4348,73,2456,complex-number,202,0.0044703396357288
4350,73,2457,time-domain,202,0.0035678549964924
4351,73,2458,resistor,202,0.0040556684486708
4356,73,2459,amplitude,202,0.0017126080965036
4358,73,2460,volt,202,0.001670975191451
4364,73,2461,function-mathematics,202,0.0014380858276773
4366,73,2462,complex-analysis,202,0.0012676830699313
4378,73,2463,statistics,202,0.0011434498446409
4387,73,2464,fourier-transform,202,0.0017301035232617
4393,73,2465,angle,202,0.0010072270810952
4397,73,2466,r-v-r,202,0.0009824549418137
4398,73,2467,exponential-function,202,0.0009807252308197
4399,73,2468,system,202,0.0009723198321002
4406,73,2469,partial-differential-equation,202,0.0009304090572803
4408,73,2470,thevenin-s-theorem,202,0.0037087728017206
4409,73,2471,velocity,202,0.001313298525307
4411,73,2472,equivalent-circuit,202,0.000951274650709
4412,73,2473,electrical-network,202,0.0007803624284392
4413,73,2474,pi,202,0.0007288861000158
4415,73,2475,joule,202,0.0007230318010196
4417,74,2476,ph,203,0.0087244935766899
4421,74,2477,national-institute-for-occupational-safety-and-health,203,0.005052430456627
4422,74,2478,manganese,203,0.0049494119008179
4423,74,2479,joint-base-cape-cod,203,0.003187382476712
4424,74,2480,redox,203,0.0030238784654347
4425,74,2481,ohio,203,0.0029809993377028
4426,74,2482,carbon-dioxide,203,0.002840904610319
4428,74,2483,new-york-city,203,0.002752170191383
4433,74,2484,hoboken-new-jersey,203,0.0024338270291329
4434,74,2485,lucas-oil-250,203,0.0024221273462545
4436,74,2486,water,203,0.0023795828137923
4440,74,2487,temperature,203,0.0020958159919561
4442,74,2488,hydrogen,203,0.0020327161685828
4444,74,2489,engineering,203,0.0019986003004279
4446,74,2490,chemistry,203,0.0019617846893266
4450,74,2491,earth,203,0.0018723847012745
4456,74,2492,washington-state,203,0.0017533941058034
4458,74,2493,kelvin,203,0.0016921901535838
4463,74,2494,celsius,203,0.0016311707120633
4465,74,2495,proton,203,0.0016286757984447
4468,74,2496,joule,203,0.0015566936671534
4470,74,2497,tungsten,203,0.0015374237391115
4471,74,2498,radioactive-decay,203,0.0015218368344704
4477,74,2499,air-pollution,203,0.0014839503224588
4479,74,2500,united-states-department-of-health-and-human-services,203,0.001473141742881
4480,74,2501,tank,203,0.0014598646047724
4481,74,2502,construction,203,0.0014579756093077
4486,75,2503,massachusetts-institute-of-technology,204,0.0066355563813612
4488,75,2504,magnetic-field,204,0.0048278937647399
4490,75,2505,current-source,204,0.0031325363740795
4491,75,2506,permittivity,204,0.0030744544303062
4492,75,2507,mit-opencourseware,204,0.0028100043567872
4494,75,2508,current-density,204,0.0027005279993469
4495,75,2509,boundary-value-problem,204,0.0025327517140991
4498,75,2510,electrical-resistivity-and-conductivity,204,0.0022613928945229
4499,75,2511,ordinal-indicator,204,0.0021837071486291
4500,75,2512,radian,204,0.0020830063844404
4503,75,2513,magnetic-moment,204,0.001898677745718
4505,75,2514,dielectric,204,0.0017936190964639
4506,75,2515,infinity,204,0.0017583837923687
4509,75,2516,azimuth,204,0.0017239169983227
4510,75,2517,electromagnetism,204,0.00171244957914
4513,75,2518,voltage,204,0.0015803503696323
4518,75,2519,mass,204,0.0014934474157639
4532,75,2520,direct-current,204,0.0013645718987808
4539,75,2521,general-relativity,204,0.0012874000699852
4546,75,2522,electromagnetic-field,204,0.0012461259486125
4547,75,2523,cartesian-coordinate-system,204,0.0012264093485945
4550,75,2524,real-number,204,0.0012008491272808
4553,76,2525,rs-232,215,0.0032031149887197
4554,76,2526,ultra-high-frequency,215,0.0027185206652568
4555,76,2527,byte,215,0.002445006932888
4560,76,2528,voltage,215,0.0009124462171415
4563,76,2529,inductance,215,0.0006300575381706
4564,76,2530,hexadecimal,215,0.0006178712733222
4565,76,2531,object-linking-and-embedding,215,0.0005670430484429
4566,76,2532,wavelength,215,0.0005457039380173
4568,76,2533,electromagnetic-radiation,215,0.0005069763835781
4570,76,2534,farad,215,0.0004700451933287
4571,76,2535,exclusive-or,215,0.0004293941026993
4574,76,2536,software,215,0.0006631284272035
4576,76,2537,international-organization-for-standardization,215,0.0003484759653752
4577,76,2538,extra-credit,215,0.0003437127591515
4578,76,2539,loop-antenna,215,0.0003368263740597
4579,76,2540,magnetic-field,215,0.0020277073889664
4585,76,2541,bit,215,0.0005245433736353
4587,76,2542,artificial-intelligence,215,0.0005719916257261
4589,76,2543,bit-numbering,215,0.0002842793345397
4590,76,2544,computer,215,0.0005562746681666
4593,76,2545,breadboard,215,0.0002755102181502
4594,76,2546,supply-chain-management,215,0.0008154169395487
4595,76,2547,decibel,215,0.0007781964721674
4596,76,2548,integrated-circuit,215,0.0006813559398464
4599,76,2549,amplitude-shift-keying,215,0.0005262958816279
4600,76,2550,offered-load,215,0.0004955969344181
4601,76,2551,manchester-code,215,0.0004566001714439
4602,76,2552,modified-frequency-modulation,215,0.0004545045092059
4603,76,2553,amplitude,215,0.0004323981589383
4606,76,2554,probability,215,0.000398679253191
4608,76,2555,2g,215,0.000374188666519
4609,76,2556,alohanet,215,0.0003677885679316
4610,76,2557,compass,215,0.0003469388982183
4611,76,2558,electromagnetism,215,0.0003188851285066
4613,76,2559,baseband,215,0.0002970489368743
4614,76,2560,ism-band,215,0.0002917484535486
4615,76,2561,common-logarithm,215,0.0002879654468264
4616,76,2562,manchester,215,0.0002842567459953
4617,76,2563,figure-17,215,0.0002822865597263
4618,76,2564,superposition-principle,215,0.0002715387397014
4619,76,2565,statistics,215,0.000254349661972
4623,76,2566,mathematics,215,0.0002438430237536
4632,76,2567,united-kingdom,215,0.000201537667172
4634,76,2568,nature-journal,215,0.0001982109146263
4640,77,2569,confidentiality,216,0.0091844603678392
4641,77,2570,suspension-of-disbelief,216,0.0079276376302276
4642,77,2571,military-exercise,216,0.0043667672846168
4643,77,2572,collusion,216,0.0035986603044065
4644,77,2573,information,216,0.0032212612644617
4646,77,2574,paper,216,0.0030311073700583
4650,77,2575,exercise,216,0.0027527452798811
4651,77,2576,religion,216,0.0022230963480808
4657,77,2577,law,216,0.0019935961888828
4662,77,2578,western-europe,216,0.0018882631723938
4666,77,2579,game,216,0.001863813158965
4669,77,2580,september-11-attacks,216,0.0018195631418773
4671,77,2581,free-will,216,0.0017799999281605
4675,77,2582,belief,216,0.0016932544426044
4678,77,2583,canada,216,0.0016424987449107
4681,77,2584,person,216,0.0015353827120725
4682,77,2585,number,216,0.0015206651901323
4684,77,2586,ownership,216,0.0014983299952098
4685,77,2587,geography,216,0.0014880083070564
4687,77,2588,same-sex-marriage,216,0.0014778317282259
4688,77,2589,observation,216,0.0014639506017394
4689,77,2590,iraq-war,216,0.0014632943308246
4690,77,2591,round-robin-tournament,216,0.0014629977443856
4691,77,2592,water,216,0.0014537594631355
4693,78,2593,mit-opencourseware,217,0.0089131718031172
4696,78,2594,game-show,217,0.0076112727381617
4698,78,2595,variety-magazine,217,0.0059561603717837
4699,78,2596,bounded-function,217,0.0052336408362914
4700,78,2597,calculus,217,0.0044694512647171
4702,78,2598,captain-association-football,217,0.0039985115758119
4709,79,2599,non-aqueous-phase-liquid,218,0.0047997914989432
4710,79,2600,viscosity,218,0.0032576641987538
4712,79,2601,adsorption,218,0.0031856170370814
4713,79,2602,permeability-electromagnetism,218,0.0029520171981606
4715,79,2603,porous-medium,218,0.0025694540971764
4716,79,2604,atmosphere-unit,218,0.002480854803377
4718,79,2605,solubility,218,0.0023323096946079
4719,79,2606,gas-constant,218,0.0022840616803062
4720,79,2607,raoult-s-law,218,0.0020821887088419
4721,79,2608,permeability-earth-sciences,218,0.0019552487615005
4722,79,2609,henry-s-law,218,0.0017058648048157
4723,79,2610,hydraulic-conductivity,218,0.0016980397226601
4726,79,2611,vapor-pressure,218,0.0015090070899054
4727,79,2612,surface-tension,218,0.001416263668489
4728,79,2613,organic-compound,218,0.001410546758766
4729,79,2614,water,218,0.0013487945665787
4731,79,2615,aqueous-solution,218,0.0013015385864783
4732,79,2616,contour-line,218,0.001293814180106
4733,79,2617,pressure,218,0.0012733904701762
4736,79,2618,temperature,218,0.0012543665804668
4738,79,2619,poise-unit,218,0.0011940004449576
4739,79,2620,coal-tar,218,0.0011916019780176
4740,79,2621,mercury-element,218,0.0011875698367612
4745,79,2622,molecular-mass,218,0.0011317758031968
4748,79,2623,gravity,218,0.0011136157471506
4752,79,2624,water-content,218,0.0010665726797047
4753,79,2625,molecule,218,0.0010643078108045
4756,79,2626,liquid,218,0.0010542639687125
4757,79,2627,solid,218,0.0010491171980213
4759,79,2628,kelvin,218,0.0010361436003301
4763,79,2629,concentration,218,0.0010068830224015
4767,79,2630,vacuum,218,0.0009795313696283
4772,79,2631,x-toolkit-intrinsics,218,0.0009347067250841
4773,79,2632,mass,218,0.0009333303435736
4776,79,2633,volume,218,0.0009123776930254
4782,79,2634,carbon-monoxide,218,0.0009032316983819
4783,79,2635,colloid,218,0.0009007900233488
4784,79,2636,partition-coefficient,218,0.0009004558380876
4785,79,2637,salinity,218,0.0008960576435663
4786,79,2638,velocity,218,0.0008946617814801
4788,79,2639,chemical-compound,218,0.0008875571199317
4789,79,2640,aluminium,218,0.0008797551406893
4790,79,2641,air-pollution,218,0.000869121850846
4792,79,2642,phase-matter,218,0.0008593276264561
4793,79,2643,rt-tv-network,218,0.0008575709413133
4794,79,2644,mineral,218,0.0008553509174103
4795,79,2645,relative-humidity,218,0.0008539035787332
4796,79,2646,friction,218,0.0008499648224713
4802,79,2647,watt,218,0.000821514283746
4805,79,2648,fluid-dynamics,218,0.0008047728733343
4809,79,2649,cell-biology,218,0.0007933892712612
4812,79,2650,universe,218,0.0007910553678216
4814,79,2651,porosity,218,0.0007859251268621
4815,79,2652,chemical-equilibrium,218,0.0007783619695791
4817,79,2653,alloy,218,0.0007770089316337
4818,79,2654,statistics,218,0.0007763216999002
4825,79,2655,nobel-prize,218,0.0007620040334303
4829,80,2656,superfund,219,0.0058691857571705
4831,80,2657,new-jersey,219,0.0022839946366995
4834,80,2658,due-diligence,219,0.0017028881528721
4835,80,2659,departments-of-france,219,0.0013517589458627
4837,80,2660,transformer-oil,219,0.0013002005846801
4838,80,2661,environmental-cleanup-law,219,0.0012782990147983
4839,80,2662,united-states-department-of-housing-and-urban-development,219,0.0012070432560392
4840,80,2663,cincinnati,219,0.0039978228718563
4842,80,2664,small-business-liability-relief-and-brownfields-revitalization-act,219,0.0010336889507689
4843,80,2665,durham-north-carolina,219,0.0010286888189483
4844,80,2666,hazardous-waste,219,0.0010235784803562
4845,80,2667,strict-liability,219,0.0009647659074527
4846,80,2668,united-states-court-of-appeals-for-the-eleventh-circuit,219,0.0009546306416779
4847,80,2669,west-conshohocken-pennsylvania,219,0.0022909673285361
4848,80,2670,united-states,219,0.0019989117292399
4850,80,2671,conshohocken-pennsylvania,219,0.0021172946671048
4851,80,2672,duke-university,219,0.0007873597703641
4852,80,2673,nicholas-school-of-the-environment,219,0.0007720833807265
4853,80,2674,history,219,0.0007660723108964
4855,80,2675,north-carolina,219,0.000734312833537
4857,80,2676,real-estate,219,0.0007190959680125
4858,80,2677,pollution,219,0.0012094437939845
4861,80,2678,secured-creditor,219,0.0006424042261269
4862,80,2679,legal-liability,219,0.0006115311551825
4863,80,2680,geographic-information-system,219,0.0005954982795942
4864,80,2681,bankruptcy,219,0.0005408793940149
4865,80,2682,phoenix-arizona,219,0.0005306056909823
4866,80,2683,foreclosure,219,0.0005305874036837
4867,80,2684,creditor,219,0.0005303590708318
4868,80,2685,law,219,0.0005213952482945
4872,80,2686,trenton-new-jersey,219,0.0005036990547378
4873,80,2687,industrial-revolution,219,0.0005023766041655
4877,80,2688,natural-environment,219,0.0004805942330078
4884,80,2689,ohio,219,0.0004508550796151
4889,80,2690,government,219,0.0004402953087992
4890,80,2691,environmentalism,219,0.0004348368560124
4891,80,2692,regulation,219,0.0004301466077118
4894,80,2693,insurance,219,0.0004213001154499
4895,80,2694,western-europe,219,0.0004211691700642
4897,80,2695,world-war-i,219,0.0004185884429955
4899,80,2696,vietnam-war,219,0.000415827231874
4901,80,2697,pittsburgh,219,0.0004153256580248
4902,80,2698,urban-planning,219,0.0004143819132261
4905,80,2699,electricity,219,0.0004070685109778
4908,80,2700,construction,219,0.0004005009943496
4913,80,2701,management,219,0.0003942788824945
4921,80,2702,health,219,0.0003826565125617
4922,80,2703,military,219,0.0003798511133508
4924,80,2704,pound-sterling,219,0.0003788628694478
4927,80,2705,mergers-and-acquisitions,219,0.0003748222767386
4928,80,2706,urban-sprawl,219,0.0003739362901706
4929,80,2707,terrorism,219,0.0003731875277464
4930,80,2708,statute,219,0.0003716855773744
4931,80,2709,lawsuit,219,0.0003708811232043
4933,80,2710,iraq-war,219,0.0003702637892494
4936,80,2711,german-language,219,0.0003680941592092
4939,80,2712,university,219,0.0003647906898763
4941,80,2713,abortion,219,0.0003635002955224
4944,80,2714,physics,219,0.0003613856866161
4946,80,2715,gulf-war,219,0.0003573946883063
4947,80,2716,groundwater,219,0.0009496409313717
4950,80,2717,petroleum,219,0.0007494819270962
4952,80,2718,landfill,219,0.0006400625978123
4953,80,2719,volatile-organic-compound,219,0.0005887048052166
4955,81,2720,hertz,220,0.0044858534123334
4957,81,2721,phi,220,0.0036462187816867
4959,81,2722,tau,220,0.0033126465475972
4962,81,2723,circumflex,220,0.0028095212640473
4966,81,2724,point-source,220,0.0021474332917926
4967,81,2725,reca,220,0.002131758974119
4968,81,2726,0-10-0,220,0.0019518748068075
4969,81,2727,pi,220,0.001660753485948
4972,81,2728,phase-waves,220,0.0015420084665308
4976,81,2729,omega,220,0.001333344917831
4983,81,2730,dental-alveolar-and-postalveolar-lateral-approximants,220,0.0011840389720303
4984,81,2731,hydrogen,220,0.0011644313585504
4987,81,2732,voiceless-velar-stop,220,0.0011331442555194
4988,81,2733,iota,220,0.0011279176685945
4989,81,2734,telemetry,220,0.001127557559617
4990,81,2735,modulation-music,220,0.0011274401717364
4991,81,2736,astronomy,220,0.001113332578119
4992,81,2737,time,220,0.0011107770823193
4994,81,2738,sound,220,0.0011073171715248
4996,81,2739,speed-of-light,220,0.0010969515551931
5000,81,2740,light,220,0.0010684294101899
5005,81,2741,overline,220,0.0010352816261025
5006,81,2742,infrared,220,0.0010335619658413
5016,81,2743,fast-fourier-transform,220,0.0009733745069264
5017,81,2744,statistics,220,0.0009713825421136
5020,81,2745,chinese-language,220,0.000955292783898
5025,81,2746,alternating-current,220,0.0009401008579022
5028,81,2747,feedback,220,0.0009333863240493
5035,81,2748,classical-mechanics,220,0.0009131002204862
5043,81,2749,telecommunication,220,0.0008811320552945
5047,81,2750,radius,220,0.0008647448126079
5051,81,2751,digital-data,220,0.0008513674635034
5052,81,2752,general-electric,220,0.0008464524417652
5053,81,2753,euclidean-vector,220,0.0008423267791299
5064,81,2754,measurement,220,0.0008122909862633
5072,81,2755,spectrometer,220,0.0007915913572352
5073,81,2756,finland,220,0.0007830429669579
5075,81,2757,set-theory,220,0.0007786804595497
5080,82,2758,protein,221,0.0057876820754349
5086,82,2759,retinoblastoma,221,0.0035511836844926
5087,82,2760,alternative-splicing,221,0.0035029657314065
5088,82,2761,retinoblastoma-protein,221,0.0034609620726221
5089,82,2762,rna-virus,221,0.0034340906537873
5090,82,2763,rna-polymerase,221,0.0034094179065446
5094,82,2764,zygosity,221,0.0030496878979932
5095,82,2765,neoplasm,221,0.0029526044647483
5096,82,2766,open-reading-frame,221,0.0029446093827937
5097,82,2767,cell-biology,221,0.0028451311425094
5101,82,2768,peptide,221,0.0025881662293568
5116,84,2769,chemical-reactor,223,0.0383992117515678
5117,84,2770,time,223,0.0368217887914459
5119,85,2771,rudder,224,0.0074439259438581
5120,85,2772,hydrostatics,224,0.0055754195809819
5121,85,2773,sailing,224,0.0051276583611322
5122,85,2774,dinghy-sailing,224,0.005021750867841
5123,85,2775,freeboard-nautical,224,0.0048867969148833
5124,85,2776,dinghy,224,0.0044557701406877
5125,85,2777,apparent-wind,224,0.0044126510580523
5126,85,2778,waterline,224,0.0043492035429876
5127,85,2779,catboat,224,0.0039044642439323
5128,85,2780,chord-aeronautics,224,0.0038291822172802
5129,85,2781,leading-edge,224,0.003648187377288
5130,85,2782,hull-watercraft,224,0.003375439202906
5131,85,2783,lift-coefficient,224,0.0033745550322465
5132,85,2784,aerodynamics,224,0.0032981115580651
5134,85,2785,fifth-column,224,0.002672799247093
5135,85,2786,center-of-mass,224,0.0025135591909418
5137,85,2787,drag-physics,224,0.0024159919261978
5139,85,2788,stern,224,0.0020911064137707
5140,85,2789,bow-ship,224,0.0020623780396988
5141,85,2790,mast-sailing,224,0.0020345552657805
5142,85,2791,gravity,224,0.0020145290694817
5144,85,2792,knot-unit,224,0.0019905335567569
5145,85,2793,aircraft,224,0.0018840908838157
5147,85,2794,force,224,0.0018446741622202
5149,85,2795,velocity,224,0.0017470228779087
5153,85,2796,temperature,224,0.0017118082095467
5156,85,2797,draft-hull,224,0.0016629543614357
5162,85,2798,airplane,224,0.0015899004481711
5163,85,2799,seawater,224,0.0015883710973044
5164,85,2800,angle-of-attack,224,0.0015799038281702
5165,85,2801,cold-war,224,0.001546934835707
5167,85,2802,density-of-air,224,0.0014774660010077
5168,86,2803,underscore,225,0.0103648246216481
5174,86,2804,interference-theory,225,0.0009025143726015
5175,86,2805,serial-position-effect,225,0.0011734420493218
5176,86,2806,lesion,225,0.0008463803150115
5177,86,2807,oliver-sacks,225,0.0007810219953599
5179,86,2808,retrograde-amnesia,225,0.0006869316501681
5180,86,2809,basal-ganglia,225,0.0006821474657886
5181,86,2810,memory,225,0.0013320040824348
5184,86,2811,neocortex,225,0.0006246226796348
5186,86,2812,light-year,225,0.0005874186580695
5187,86,2813,frontal-lobe,225,0.000552385339694
5191,86,2814,latin,225,0.0008858492327701
5194,86,2815,short-term-memory,225,0.0009423506819458
5195,86,2816,greek-language,225,0.0008238643166386
5204,86,2817,english-language,225,0.0008090886622384
5211,86,2818,hypothesis,225,0.0003604846738193
5216,86,2819,communication,225,0.0005941210244154
5219,86,2820,scientific-method,225,0.0008968779353903
5231,86,2821,life,225,0.00033215098605
5236,86,2822,morality,225,0.0003211435776355
5238,86,2823,mast-sailing,225,0.0003170974653825
5241,86,2824,alcohol,225,0.0005929235827597
5242,86,2825,arabic,225,0.0007654642093819
5243,86,2826,morpheme,225,0.0018665240762704
5244,86,2827,microsoft-windows,225,0.0013402780346434
5245,86,2828,iron-city-brewing-company,225,0.0012117738521274
5246,86,2829,heurist,225,0.0012068526652189
5247,86,2830,phoneme,225,0.0012026548497731
5248,86,2831,eidetic-memory,225,0.0008469994147954
5249,86,2832,somatosensory-system,225,0.0008275989235935
5250,86,2833,hypothalamus,225,0.0007429683600231
5251,86,2834,thalamus,225,0.0007421791672156
5252,86,2835,flashbulb-memory,225,0.0006988405272379
5253,86,2836,implicit-memory,225,0.0006934376734394
5254,86,2837,episodic-memory,225,0.0006728742083178
5256,86,2838,long-term-memory,225,0.0005925892985226
5257,86,2839,algorithm,225,0.0005889597398995
5259,86,2840,finding-nemo-video-game,225,0.000552102084485
5260,86,2841,arousal,225,0.0005148448176533
5261,86,2842,psychology,225,0.0008315079465199
5263,86,2843,syntax,225,0.0004602804498916
5265,86,2844,stroke,225,0.0003846816336462
5267,86,2845,computer,225,0.0006046567935439
5270,86,2846,culture,225,0.000341913550797
5276,86,2847,anger,225,0.0004881988441375
5277,86,2848,religion,225,0.0005282022782279
5282,86,2849,software,225,0.0002890745055475
5286,86,2850,united-kingdom,225,0.0002838756681145
5288,86,2851,probability,225,0.0002776102496847
5292,86,2852,writing,225,0.0002723089958719
5294,86,2853,reason,225,0.000271660291931
5296,86,2854,law,225,0.0002710301403664
5298,86,2855,theory-of-multiple-intelligences,225,0.0008490505233519
5299,86,2856,wechsler-adult-intelligence-scale,225,0.0006676806446417
5300,86,2857,maslow-s-hierarchy-of-needs,225,0.0005858493210127
5301,86,2858,masters-and-johnson,225,0.0005724886258989
5302,86,2859,parasympathetic-nervous-system,225,0.0005719735378035
5304,86,2860,electrodermal-activity,225,0.0004774590547914
5305,86,2861,glucose,225,0.0004342408873618
5306,86,2862,heart-rate,225,0.0004209459661193
5308,86,2863,mit-opencourseware,225,0.0003608141765992
5311,86,2864,physiology,225,0.0002871948704118
5313,86,2865,intelligence,225,0.0002764334510167
5318,86,2866,theory,225,0.0002283668228265
5321,86,2867,water,225,0.0002085914266285
5327,86,2868,alcoholism,225,0.0002023014592166
5332,86,2869,visual-perception,225,0.0001947803373575
5334,86,2870,sympathetic-nervous-system,225,0.0001947511890911
5336,86,2871,pupillary-response,225,0.0001914152612083
5337,86,2872,climate-change,225,0.0001910915731949
5339,86,2873,hierarchy,225,0.0001833243543473
5342,86,2874,cloze-test,225,0.0001819360302084
5343,86,2875,circulatory-system,225,0.0001811015841483
5347,86,2876,free-will,225,0.0001757010616273
5350,86,2877,writing-system,225,0.0001727529680596
5351,86,2878,university,225,0.000171841057175
5354,86,2879,autonomic-nervous-system,225,0.0001700866433376
5357,87,2880,precision-and-recall,227,0.0015435403191605
5359,87,2881,th-digraph,227,0.0020344512385778
5360,87,2882,ultras,227,0.0010081308847918
5361,87,2883,voiceless-labiodental-fricative,227,0.0229063995413345
5364,87,2884,ritualism-in-the-church-of-england,227,0.0006294383286426
5365,87,2885,cess,227,0.0004917666818332
5366,87,2886,usability,227,0.0004142695624131
5367,87,2887,patent,227,0.0004121161273148
5369,87,2888,correlation-and-dependence,227,0.0003577972729615
5375,87,2889,system,227,0.0002957497940158
5380,87,2890,information,227,0.0002712063667567
5400,87,2891,united-kingdom,227,0.0002277280428525
5413,87,2892,world-war-i,227,0.0002106437464751
5421,87,2893,ethics,227,0.0002056600094741
5423,87,2894,user-computing,227,0.0002017556582115
5424,87,2895,mean,227,0.0002013622047015
5426,87,2896,exile,227,0.0002003013049918
5427,87,2897,alphabet,227,0.00020028921549
5430,87,2898,web-search-engine,227,0.0012162428327628
5432,87,2899,relevance-feedback,227,0.0031099689244478
5435,87,2900,accusative-case,227,0.0001567547991079
5436,88,2901,th-digraph,228,0.0112052710072701
5439,88,2902,topic-model,228,0.002676908523991
5440,88,2903,voiceless-labiodental-fricative,228,0.0138235687303092
5443,88,2904,i,228,0.0019301144471533
5445,88,2905,model-person,228,0.0021656295212315
5447,88,2906,japanese-yen,228,0.0007604321410464
5448,88,2907,j,228,0.0010085753578651
5450,88,2908,visual-perception,228,0.0006417606930815
5460,88,2909,z,228,0.0008618885570915
5461,88,2910,horse,228,0.0004879757552636
5466,88,2911,norwegian-language,228,0.000806188838787
5467,88,2912,gemination,228,0.0004566878680612
5468,88,2913,close-front-unrounded-vowel,228,0.0011832570781785
5474,88,2914,g,228,0.0004312049390445
5475,88,2915,english-alphabet,228,0.0004304654605593
5476,88,2916,star,228,0.0007595514349459
5478,88,2917,q,228,0.0004258635898159
5480,88,2918,grammatical-person,228,0.000422405142139
5481,88,2919,semantics,228,0.0004205828028061
5483,88,2920,word,228,0.0004116109397954
5484,88,2921,russia,228,0.0004075882105606
5486,88,2922,b,228,0.0004063554094997
5489,88,2923,willow,228,0.0008142515854351
5491,88,2924,stop-words,228,0.0014326785382926
5492,88,2925,neuron,228,0.0004589973887932
5495,88,2926,transliteration,228,0.0003673559322578
5496,88,2927,function-mathematics,228,0.0003597761435165
5498,88,2928,quadrangle-architecture,228,0.0003573622227907
5499,88,2929,software,228,0.0003544258146984
5503,88,2930,h,228,0.0003445559929293
5504,88,2931,stop-consonant,228,0.000328383892709
5505,88,2932,root-linguistics,228,0.0003283102635352
5506,88,2933,palatalization-phonetics,228,0.0003216531705584
5507,88,2934,probability,228,0.0003193501793931
5509,89,2935,micelle,229,0.0042666219802457
5510,89,2936,th-digraph,229,0.0063883706107024
5513,89,2937,voiceless-labiodental-fricative,229,0.0050547797775293
5516,89,2938,position-error,229,0.0018060758675745
5517,89,2939,translation,229,0.0016557384630747
5520,89,2940,software,229,0.0012222123690852
5525,89,2941,english-language,229,0.0015582991693842
5527,89,2942,russian-language,229,0.0015285810129908
5557,89,2943,semantics,229,0.0006353446851654
5561,89,2944,communication,229,0.0010208564544746
5566,89,2945,fish,229,0.0016321940633362
5570,89,2946,business-park,229,0.0008140117627109
5571,89,2947,field-research,229,0.00071402933555
5572,89,2948,swallow,229,0.0006444314235868
5573,89,2949,donkey,229,0.0005964490183069
5574,89,2950,education,229,0.0005474430910421
5579,89,2951,binary-number,229,0.0004753307597646
5586,89,2952,arrow,229,0.0004317092089883
5587,89,2953,hit-baseball,229,0.0004316465051771
5588,89,2954,judaism,229,0.000426752614383
5589,89,2955,mass,229,0.0004251417243149
5592,89,2956,compound-linguistics,229,0.0004119551396833
5593,89,2957,sentence-linguistics,229,0.0004080160647835
5599,89,2958,neologism,229,0.0003865628103132
5604,89,2959,gemination,229,0.0003790769409733
5608,89,2960,water,229,0.0003730217466749
5610,90,2961,semantics,247,0.0076512000768177
5615,90,2962,named-entity-recognition,247,0.0022872122750395
5620,90,2963,part-of-speech,247,0.0019827298377743
5621,90,2964,logical-form,247,0.0019469095149978
5622,90,2965,linguistics,247,0.0015603688259511
5628,90,2966,subset,247,0.0011364013695547
5630,90,2967,dhl-express,247,0.0010057085706254
5631,90,2968,graph-of-a-function,247,0.0009837517254323
5643,90,2969,knowledge,247,0.000780718785833
5650,90,2970,feedback,247,0.0007279283766752
5655,90,2971,causality,247,0.00070051898748
5672,90,2972,computer-program,247,0.0006447925526411
5681,90,2973,energy,247,0.0006155687428981
5683,90,2974,ethics,247,0.0006120513450296
5685,90,2975,writing,247,0.0006037231540834
5693,90,2976,linear-model,247,0.0005791145785648
5694,90,2977,neologism,247,0.0005774051495881
5696,90,2978,measurement,247,0.0005730575252119
5701,90,2979,forward-association-football,247,0.0010304512014291
5703,90,2980,tag-metadata,247,0.0008259283415495
5706,90,2981,statistics,247,0.0005417505288862
5714,91,2982,giga,248,0.0026435706040508
5715,91,2983,user-interface,248,0.0025792362256151
5717,91,2984,index-term,248,0.0024238366231455
5721,91,2985,forward-association-football,248,0.0021165105390125
5724,91,2986,usability,248,0.0017818673320968
5726,91,2987,soviet-union,248,0.0016892657033906
5727,91,2988,database,248,0.0016690517954912
5730,91,2989,publishing,248,0.0013904892645717
5731,91,2990,brain,248,0.0013695760892599
5738,91,2991,artificial-intelligence,248,0.0010943209733591
5744,91,2992,europe,248,0.000992247564138
5750,91,2993,three-dimensional-space,248,0.0009473624967698
5758,91,2994,lead,248,0.0008810023705234
5770,92,2995,knowledge-base,249,0.003427382700941
5772,92,2996,natural-language-user-interface,249,0.0020314287485539
5773,92,2997,natural-language-understanding,249,0.0026019659432454
5774,92,2998,automated-reasoning,249,0.001944883910878
